time,sm_value_first,sm_value_last,sm_value_avg,sm_value_max,rain_accumulated_3H,rain_average_3H,rain_accumulated_6H,rain_average_6H,rain_accumulated_12H,rain_average_12H,rain_accumulated_24H,rain_average_24H,rain_peak_3H,rain_peak_6H,rain_peak_12H,rain_peak_24H,event_n,event_threshold,event_index,event_domain
2017-11-29,0.605,0.602,0.604,0.605,0.888,0.296,1.406,0.281,1.838,0.167,1.844,0.080,0.600,0.600,0.600,0.600,0,white,0,alert_area_c
2017-11-28,0.613,0.605,0.609,0.613,2.533,0.844,3.499,0.583,3.533,0.321,6.543,0.284,6.200,10.800,12.400,16.000,0,white,0,alert_area_c
2017-11-27,0.651,0.613,0.632,0.651,0.023,0.008,0.023,0.004,0.023,0.002,0.028,0.001,0.000,0.000,0.000,0.000,0,white,0,alert_area_c
2017-11-26,0.711,0.651,0.681,0.711,0.739,0.370,0.877,0.175,0.877,0.080,0.877,0.038,0.600,0.600,0.600,0.600,0,white,0,alert_area_c
2017-11-25,0.494,0.711,0.603,0.711,12.946,4.315,24.879,4.146,31.281,2.844,51.178,2.225,82.800,126.000,149.000,179.800,2,green,1,alert_area_c
2017-11-24,0.495,0.494,0.494,0.495,0.306,0.102,0.389,0.065,0.643,0.054,0.826,0.036,4.800,5.600,5.800,6.000,0,white,0,alert_area_c
2017-11-23,0.498,0.495,0.496,0.498,0.124,0.041,0.182,0.030,0.196,0.018,0.279,0.012,2.200,2.200,2.200,4.400,0,white,0,alert_area_c
2017-11-22,0.500,0.498,0.499,0.500,0.006,0.002,0.010,0.002,0.010,0.001,0.010,0.000,0.200,0.200,0.200,0.400,0,white,0,alert_area_c
2017-11-21,0.501,0.500,0.501,0.501,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_c
2017-11-20,0.510,0.501,0.505,0.510,0.046,0.015,0.051,0.009,0.061,0.006,0.066,0.003,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-11-19,0.515,0.510,0.512,0.515,0.007,0.003,0.007,0.001,0.011,0.001,0.017,0.001,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-11-18,0.524,0.515,0.520,0.524,0.007,0.002,0.013,0.002,0.019,0.002,0.019,0.001,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-11-17,0.536,0.524,0.530,0.536,0.006,0.002,0.006,0.001,0.006,0.001,0.006,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_c
2017-11-16,0.556,0.536,0.546,0.556,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_c
2017-11-15,0.589,0.556,0.572,0.589,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_c
2017-11-14,0.611,0.589,0.600,0.611,0.168,0.056,0.205,0.034,0.253,0.023,0.456,0.020,4.800,6.000,6.000,6.000,0,white,0,alert_area_c
2017-11-13,0.603,0.611,0.607,0.611,1.505,0.753,2.294,0.459,2.637,0.240,4.110,0.179,6.600,8.200,8.600,8.800,0,white,0,alert_area_c
2017-11-12,0.601,0.603,0.602,0.603,5.061,1.687,5.193,0.866,5.478,0.457,6.032,0.262,10.200,16.400,17.200,19.200,0,white,0,alert_area_c
2017-11-11,0.624,0.601,0.612,0.624,0.027,0.009,0.027,0.005,0.035,0.003,0.040,0.002,0.200,0.400,0.400,0.400,0,white,0,alert_area_c
2017-11-10,0.664,0.624,0.644,0.664,0.023,0.008,0.035,0.006,0.041,0.004,0.041,0.002,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-11-09,0.627,0.664,0.646,0.664,3.154,1.051,5.841,0.974,7.633,0.694,10.535,0.458,6.400,7.200,8.000,8.800,0,white,0,alert_area_c
2017-11-08,0.628,0.627,0.628,0.628,2.403,0.801,3.415,0.569,5.282,0.440,5.364,0.233,6.600,6.800,12.400,12.400,0,white,0,alert_area_c
2017-11-07,0.621,0.628,0.625,0.628,1.600,0.533,2.398,0.480,3.517,0.320,4.782,0.208,4.400,7.400,12.800,15.800,0,white,0,alert_area_c
2017-11-06,0.561,0.621,0.591,0.621,3.384,1.128,6.549,1.091,7.696,0.641,11.138,0.484,5.800,8.200,11.800,14.400,0,white,0,alert_area_c
2017-11-05,0.311,0.561,0.436,0.561,21.667,7.222,23.912,3.985,24.626,2.239,42.450,1.846,27.600,33.000,46.200,73.000,1,green,1,alert_area_c
2017-11-04,0.297,0.311,0.304,0.311,1.421,0.474,2.331,0.388,3.725,0.339,4.012,0.174,8.600,12.800,15.200,15.200,0,white,0,alert_area_c
2017-11-03,0.295,0.297,0.296,0.297,0.488,0.163,0.580,0.116,1.015,0.092,1.044,0.045,0.400,0.400,0.600,0.600,0,white,0,alert_area_c
2017-11-02,0.293,0.295,0.294,0.295,2.639,0.880,3.334,0.556,3.908,0.326,3.929,0.171,7.000,7.800,10.400,10.400,0,white,0,alert_area_c
2017-11-01,0.295,0.293,0.294,0.295,0.006,0.002,0.006,0.001,0.011,0.001,0.012,0.001,0.200,0.200,0.200,0.400,0,white,0,alert_area_c
2017-10-31,0.300,0.295,0.298,0.300,0.006,0.003,0.006,0.001,0.011,0.001,0.011,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-10-30,0.304,0.300,0.302,0.304,0.032,0.011,0.032,0.006,0.049,0.004,0.049,0.002,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-10-29,0.304,0.304,0.304,0.304,0.001,0.000,0.001,0.000,0.001,0.000,0.001,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-10-28,0.307,0.304,0.305,0.307,0.011,0.004,0.011,0.002,0.017,0.002,0.017,0.001,0.000,0.000,0.000,0.000,0,white,0,alert_area_c
2017-10-27,0.307,0.307,0.307,0.307,0.006,0.002,0.011,0.002,0.011,0.001,0.011,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_c
2017-10-26,0.309,0.307,0.308,0.309,0.006,0.002,0.006,0.001,0.006,0.000,0.011,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-10-25,0.309,0.309,0.309,0.309,0.006,0.002,0.006,0.001,0.006,0.001,0.012,0.001,0.000,0.000,0.000,0.000,0,white,0,alert_area_c
2017-10-24,0.311,0.309,0.310,0.311,0.006,0.002,0.006,0.001,0.006,0.001,0.006,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-10-23,0.312,0.311,0.311,0.312,0.017,0.008,0.017,0.003,0.033,0.003,0.040,0.002,0.000,0.000,0.000,0.000,0,white,0,alert_area_c
2017-10-22,0.298,0.312,0.305,0.312,1.723,0.746,2.355,0.471,3.027,0.275,4.753,0.207,51.000,51.000,51.600,53.600,0,white,0,alert_area_c
2017-10-21,0.299,0.298,0.299,0.299,2.201,0.734,2.452,0.409,2.581,0.215,2.892,0.126,12.600,14.200,15.000,15.600,0,white,0,alert_area_c
2017-10-20,0.303,0.299,0.301,0.303,0.013,0.004,0.013,0.002,0.023,0.002,0.023,0.001,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-10-19,0.306,0.303,0.305,0.306,0.009,0.003,0.014,0.002,0.018,0.002,0.024,0.001,0.200,0.400,0.400,0.400,0,white,0,alert_area_c
2017-10-18,0.311,0.306,0.309,0.311,0.021,0.007,0.027,0.005,0.048,0.004,0.049,0.002,0.200,0.200,0.200,0.400,0,white,0,alert_area_c
2017-10-17,0.315,0.311,0.313,0.315,0.034,0.011,0.039,0.008,0.046,0.004,0.046,0.002,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-10-16,0.319,0.315,0.317,0.319,0.035,0.012,0.050,0.010,0.067,0.006,0.067,0.003,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-10-15,0.322,0.319,0.321,0.322,0.027,0.009,0.039,0.008,0.058,0.005,0.063,0.003,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-10-14,0.326,0.322,0.324,0.326,0.045,0.015,0.062,0.012,0.091,0.008,0.114,0.005,0.200,0.200,0.200,0.400,0,white,0,alert_area_c
2017-10-13,0.330,0.326,0.328,0.330,0.017,0.007,0.017,0.003,0.031,0.003,0.031,0.001,0.200,0.200,0.200,0.400,0,white,0,alert_area_c
2017-10-12,0.332,0.330,0.331,0.332,0.023,0.008,0.029,0.005,0.052,0.005,0.059,0.003,0.200,0.200,0.200,0.400,0,white,0,alert_area_c
2017-10-11,0.337,0.332,0.334,0.337,0.022,0.007,0.022,0.004,0.043,0.004,0.043,0.002,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-10-10,0.341,0.337,0.339,0.341,0.006,0.002,0.006,0.001,0.006,0.001,0.007,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-10-09,0.347,0.341,0.344,0.347,0.011,0.004,0.013,0.003,0.019,0.002,0.024,0.001,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-10-08,0.351,0.347,0.349,0.351,0.006,0.003,0.006,0.001,0.006,0.001,0.008,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_c
2017-10-07,0.359,0.351,0.355,0.359,0.001,0.000,0.001,0.000,0.001,0.000,0.001,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-10-06,0.362,0.359,0.361,0.362,0.037,0.012,0.043,0.009,0.069,0.006,0.080,0.003,0.400,0.400,0.400,0.400,0,white,0,alert_area_c
2017-10-05,0.362,0.362,0.362,0.362,0.027,0.009,0.031,0.005,0.040,0.003,0.057,0.002,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-10-04,0.361,0.362,0.361,0.362,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_c
2017-10-03,0.360,0.361,0.361,0.361,1.306,0.435,1.384,0.231,1.397,0.127,1.820,0.079,4.000,5.800,5.800,7.800,0,white,0,alert_area_c
2017-10-02,0.360,0.360,0.360,0.360,0.006,0.002,0.006,0.001,0.006,0.001,0.006,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_c
2017-10-01,0.358,0.360,0.359,0.360,1.318,0.439,2.289,0.381,2.384,0.217,3.242,0.141,0.800,0.800,1.000,1.200,0,white,0,alert_area_c
2017-09-30,0.369,0.358,0.364,0.369,0.011,0.004,0.011,0.002,0.016,0.001,0.016,0.001,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-09-29,0.389,0.369,0.379,0.389,0.019,0.006,0.019,0.003,0.019,0.002,0.019,0.001,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-09-28,0.415,0.389,0.402,0.415,0.012,0.004,0.012,0.002,0.012,0.001,0.012,0.001,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-09-27,0.450,0.415,0.433,0.450,0.017,0.006,0.017,0.003,0.018,0.002,0.018,0.001,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-09-26,0.484,0.450,0.467,0.484,0.018,0.009,0.018,0.004,0.030,0.003,0.030,0.001,0.000,0.000,0.000,0.000,0,white,0,alert_area_c
2017-09-25,0.497,0.484,0.490,0.497,0.075,0.025,0.075,0.013,0.075,0.006,0.118,0.005,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-09-24,0.497,0.497,0.497,0.497,0.987,0.493,1.159,0.215,1.246,0.113,2.463,0.107,3.800,3.800,3.800,4.200,0,white,0,alert_area_c
2017-09-23,0.504,0.497,0.501,0.504,0.261,0.087,0.325,0.054,0.516,0.043,0.551,0.024,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-09-22,0.530,0.504,0.517,0.530,0.019,0.010,0.025,0.005,0.046,0.004,0.046,0.002,0.200,0.200,0.200,0.400,0,white,0,alert_area_c
2017-09-21,0.565,0.530,0.548,0.565,0.007,0.003,0.013,0.003,0.023,0.002,0.023,0.001,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-09-20,0.603,0.565,0.584,0.603,0.028,0.009,0.028,0.006,0.038,0.003,0.044,0.002,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-09-19,0.626,0.603,0.614,0.626,0.912,0.456,0.963,0.193,0.981,0.089,1.114,0.048,0.400,0.600,0.600,0.600,0,white,0,alert_area_c
2017-09-18,0.520,0.626,0.573,0.626,12.416,4.139,18.555,3.092,24.394,2.033,26.161,1.137,34.400,36.600,43.000,44.800,1,green,1,alert_area_c
2017-09-17,0.544,0.520,0.532,0.544,1.095,0.365,1.107,0.221,1.308,0.119,1.811,0.079,19.600,37.600,39.000,47.200,0,white,0,alert_area_c
2017-09-16,0.562,0.544,0.553,0.562,0.282,0.094,0.298,0.050,0.428,0.039,0.428,0.019,4.600,6.400,6.400,6.400,0,white,0,alert_area_c
2017-09-15,0.480,0.562,0.521,0.562,7.753,2.584,14.430,2.405,15.603,1.300,15.700,0.683,14.200,16.400,17.600,17.600,0,white,0,alert_area_c
2017-09-14,0.322,0.480,0.401,0.480,6.936,2.312,10.629,1.771,13.070,1.089,22.554,0.981,11.800,15.200,15.200,29.200,0,white,0,alert_area_c
2017-09-13,0.333,0.322,0.327,0.333,0.027,0.013,0.034,0.007,0.042,0.004,0.042,0.002,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-09-12,0.333,0.333,0.333,0.333,2.119,0.706,2.299,0.383,2.319,0.211,2.407,0.105,2.000,2.000,2.000,2.200,0,white,0,alert_area_c
2017-09-11,0.340,0.333,0.337,0.340,0.021,0.010,0.039,0.008,0.059,0.005,0.086,0.004,0.200,0.400,0.600,0.800,0,white,0,alert_area_c
2017-09-10,0.156,0.340,0.248,0.340,5.405,1.802,6.833,1.367,10.355,0.863,18.728,0.814,10.600,10.600,12.000,17.600,0,white,0,alert_area_c
2017-09-09,0.025,0.156,0.090,0.156,14.478,4.826,22.385,3.731,26.308,2.192,26.466,1.151,27.200,28.800,48.600,55.000,0,white,0,alert_area_c
2017-09-08,0.024,0.025,0.024,0.025,0.847,0.282,0.852,0.142,0.852,0.071,1.190,0.052,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-09-07,0.024,0.024,0.024,0.024,0.006,0.002,0.006,0.001,0.010,0.001,0.017,0.001,0.200,0.200,0.200,0.200,1,green,1,alert_area_c
2017-09-06,0.024,0.024,0.024,0.024,0.098,0.033,0.105,0.017,0.105,0.010,0.155,0.007,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-09-05,0.024,0.024,0.024,0.024,0.001,0.000,0.001,0.000,0.001,0.000,0.001,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-09-04,0.024,0.024,0.024,0.024,0.038,0.013,0.038,0.006,0.038,0.003,0.042,0.002,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-09-03,0.026,0.024,0.025,0.026,0.001,0.000,0.001,0.000,0.001,0.000,0.001,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-09-02,0.027,0.026,0.026,0.027,0.384,0.128,0.406,0.068,0.406,0.037,0.495,0.022,5.200,5.200,5.200,5.200,0,white,0,alert_area_c
2017-09-01,0.025,0.027,0.026,0.027,1.158,0.386,1.496,0.299,2.438,0.222,2.438,0.106,27.000,28.000,28.000,28.000,0,white,0,alert_area_c
2017-08-31,0.025,0.025,0.025,0.025,0.202,0.067,0.230,0.038,0.236,0.021,0.237,0.010,1.600,1.600,1.600,1.600,0,white,0,alert_area_c
2017-08-30,0.026,0.025,0.025,0.026,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_c
2017-08-29,0.026,0.026,0.026,0.026,0.005,0.003,0.005,0.001,0.005,0.000,0.005,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-08-28,0.023,0.026,0.024,0.026,2.108,0.703,2.108,0.351,2.111,0.176,2.111,0.092,5.600,11.200,11.200,11.200,0,white,0,alert_area_c
2017-08-27,0.024,0.023,0.023,0.024,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_c
2017-08-26,0.025,0.024,0.024,0.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_c
2017-08-25,0.026,0.025,0.026,0.026,0.001,0.000,0.001,0.000,0.001,0.000,0.001,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-08-24,0.027,0.026,0.027,0.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_c
2017-08-23,0.029,0.027,0.028,0.029,0.001,0.000,0.001,0.000,0.001,0.000,0.001,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-08-22,0.031,0.029,0.030,0.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_c
2017-08-21,0.035,0.031,0.033,0.035,0.001,0.000,0.001,0.000,0.001,0.000,0.001,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-08-20,0.040,0.035,0.037,0.040,0.006,0.002,0.006,0.001,0.006,0.001,0.006,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-08-19,0.045,0.040,0.043,0.045,0.005,0.002,0.005,0.001,0.010,0.001,0.010,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-08-18,0.052,0.045,0.049,0.052,0.001,0.000,0.001,0.000,0.001,0.000,0.001,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-08-17,0.059,0.052,0.056,0.059,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_c
2017-08-16,0.064,0.059,0.062,0.064,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_c
2017-08-15,0.069,0.064,0.067,0.069,0.001,0.000,0.001,0.000,0.001,0.000,0.001,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-08-14,0.072,0.069,0.071,0.072,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_c
2017-08-13,0.073,0.072,0.072,0.073,0.005,0.002,0.005,0.001,0.006,0.001,0.006,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-08-12,0.067,0.073,0.070,0.073,0.598,0.299,0.610,0.122,0.628,0.057,0.628,0.027,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-08-11,0.016,0.067,0.041,0.067,8.401,2.800,9.324,1.554,14.596,1.216,14.981,0.651,48.000,70.800,70.800,76.200,0,white,0,alert_area_c
2017-08-10,0.016,0.016,0.016,0.016,0.002,0.001,0.002,0.000,0.002,0.000,0.002,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-08-09,0.016,0.016,0.016,0.016,0.224,0.075,0.229,0.038,0.360,0.033,0.360,0.016,5.800,6.000,6.000,6.000,0,white,0,alert_area_c
2017-08-08,0.017,0.016,0.017,0.017,0.030,0.010,0.048,0.010,0.048,0.004,0.048,0.002,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-08-07,0.018,0.017,0.017,0.018,0.023,0.008,0.029,0.005,0.029,0.002,0.029,0.001,0.000,0.000,0.000,0.000,0,white,0,alert_area_c
2017-08-06,0.018,0.018,0.018,0.018,0.255,0.085,0.266,0.044,0.266,0.024,0.266,0.012,8.200,8.200,8.200,8.200,0,white,0,alert_area_c
2017-08-05,0.019,0.018,0.018,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_c
2017-08-04,0.021,0.019,0.020,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-08-03,0.023,0.021,0.022,0.023,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_c
2017-08-02,0.026,0.023,0.024,0.026,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_c
2017-08-01,0.030,0.026,0.028,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_c
2017-07-31,0.032,0.030,0.031,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_c
2017-07-30,0.033,0.032,0.033,0.033,0.025,0.012,0.025,0.005,0.030,0.003,0.030,0.001,0.000,0.000,0.000,0.000,0,white,0,alert_area_c
2017-07-29,0.036,0.033,0.034,0.036,0.451,0.150,0.451,0.075,0.451,0.038,0.451,0.020,0.600,0.600,0.600,0.600,0,white,0,alert_area_c
2017-07-28,0.038,0.036,0.037,0.038,0.019,0.006,0.019,0.004,0.019,0.002,0.019,0.001,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-07-27,0.041,0.038,0.039,0.041,0.012,0.004,0.012,0.002,0.019,0.002,0.019,0.001,0.000,0.000,0.000,0.000,0,white,0,alert_area_c
2017-07-26,0.043,0.041,0.042,0.043,0.027,0.013,0.039,0.008,0.039,0.004,0.039,0.002,0.000,0.000,0.000,0.000,0,white,0,alert_area_c
2017-07-25,0.046,0.043,0.044,0.046,0.733,0.244,0.840,0.140,0.864,0.072,0.865,0.038,3.800,3.800,3.800,3.800,0,white,0,alert_area_c
2017-07-24,0.047,0.046,0.046,0.047,0.221,0.074,0.383,0.064,0.440,0.040,0.469,0.020,13.200,13.200,13.200,13.200,0,white,0,alert_area_c
2017-07-23,0.050,0.047,0.049,0.050,0.005,0.002,0.005,0.001,0.005,0.000,0.005,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-07-22,0.050,0.050,0.050,0.050,1.143,0.381,1.860,0.372,2.617,0.238,2.617,0.114,41.000,41.000,41.200,41.200,0,white,0,alert_area_c
2017-07-21,0.054,0.050,0.052,0.054,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.000,18.000,18.000,18.000,0,white,0,alert_area_c
2017-07-20,0.057,0.054,0.055,0.057,0.006,0.002,0.006,0.001,0.006,0.001,0.006,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_c
2017-07-19,0.061,0.057,0.059,0.061,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_c
2017-07-18,0.066,0.061,0.064,0.066,0.006,0.002,0.012,0.002,0.012,0.001,0.012,0.001,0.000,0.000,0.000,0.000,0,white,0,alert_area_c
2017-07-17,0.071,0.066,0.069,0.071,0.012,0.004,0.012,0.002,0.012,0.001,0.012,0.001,0.000,0.000,0.000,0.000,0,white,0,alert_area_c
2017-07-16,0.079,0.071,0.075,0.079,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_c
2017-07-15,0.086,0.079,0.083,0.086,0.001,0.000,0.001,0.000,0.001,0.000,0.001,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-07-14,0.086,0.086,0.086,0.086,0.278,0.093,0.278,0.046,0.278,0.025,0.278,0.012,0.000,0.000,0.000,0.000,0,white,0,alert_area_c
2017-07-13,0.085,0.086,0.085,0.086,0.013,0.005,0.024,0.005,0.024,0.002,0.035,0.002,0.200,0.400,0.400,0.400,0,white,0,alert_area_c
2017-07-12,0.085,0.085,0.085,0.085,0.016,0.005,0.021,0.004,0.027,0.002,0.027,0.001,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-07-11,0.076,0.085,0.081,0.085,5.765,1.922,6.545,1.091,6.547,0.546,6.572,0.286,25.800,25.800,25.800,25.800,0,white,0,alert_area_c
2017-07-10,0.082,0.076,0.079,0.082,0.021,0.007,0.021,0.003,0.021,0.002,0.021,0.001,0.600,0.600,0.600,0.600,0,white,0,alert_area_c
2017-07-09,0.088,0.082,0.085,0.088,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_c
2017-07-08,0.094,0.088,0.091,0.094,0.018,0.006,0.023,0.005,0.023,0.002,0.023,0.001,0.000,0.000,0.000,0.000,0,white,0,alert_area_c
2017-07-07,0.104,0.094,0.099,0.104,0.018,0.006,0.023,0.004,0.023,0.002,0.023,0.001,0.000,0.000,0.000,0.000,0,white,0,alert_area_c
2017-07-06,0.114,0.104,0.109,0.114,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_c
2017-07-05,0.125,0.114,0.120,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_c
2017-07-04,0.137,0.125,0.131,0.137,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_c
2017-07-03,0.150,0.137,0.143,0.150,0.011,0.004,0.011,0.002,0.017,0.002,0.017,0.001,0.000,0.000,0.000,0.000,0,white,0,alert_area_c
2017-07-02,0.157,0.150,0.153,0.157,0.005,0.002,0.005,0.001,0.007,0.001,0.007,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-07-01,0.167,0.157,0.162,0.167,0.037,0.012,0.044,0.007,0.044,0.004,0.044,0.002,0.000,0.000,0.000,0.000,0,white,0,alert_area_c
2017-06-30,0.173,0.167,0.170,0.173,0.004,0.001,0.004,0.001,0.004,0.000,0.004,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-06-29,0.174,0.173,0.174,0.174,0.190,0.063,0.209,0.042,0.270,0.025,0.306,0.013,5.600,9.600,9.600,9.800,0,white,0,alert_area_c
2017-06-28,0.080,0.174,0.127,0.174,9.607,3.202,10.916,1.819,11.091,0.924,16.272,0.707,36.200,38.800,40.800,67.200,0,white,0,alert_area_c
2017-06-27,0.081,0.080,0.080,0.081,0.393,0.131,0.393,0.079,0.513,0.047,0.513,0.022,1.000,1.600,1.600,1.600,0,white,0,alert_area_c
2017-06-26,0.080,0.081,0.080,0.081,0.013,0.004,0.014,0.003,0.014,0.001,0.019,0.001,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-06-25,0.065,0.080,0.073,0.080,3.396,1.132,5.715,0.953,7.692,0.699,8.344,0.363,12.000,21.200,25.800,25.800,0,white,0,alert_area_c
2017-06-24,0.067,0.065,0.066,0.067,0.021,0.007,0.021,0.003,0.026,0.002,0.031,0.001,1.400,1.400,1.400,1.400,0,white,0,alert_area_c
2017-06-23,0.071,0.067,0.069,0.071,0.027,0.009,0.035,0.006,0.035,0.003,0.035,0.002,1.000,1.000,1.000,1.000,0,white,0,alert_area_c
2017-06-22,0.077,0.071,0.074,0.077,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_c
2017-06-21,0.084,0.077,0.080,0.084,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_c
2017-06-20,0.093,0.084,0.088,0.093,0.012,0.006,0.024,0.005,0.024,0.002,0.024,0.001,0.200,0.200,0.200,0.200,0,white,0,alert_area_c
2017-06-19,0.102,0.093,0.098,0.102,0.023,0.008,0.035,0.006,0.035,0.003,0.035,0.002,0.000,0.000,0.000,0.000,0,white,0,alert_area_c
